enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
9886,city_104,0.924,Male,Has relevent experience,no_enrollment,Primary School,,15,100-500,Pvt Ltd,2,58
11357,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,40
30252,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,,2,60
28468,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,88
6025,city_64,0.6659999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,14
9847,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,51
23179,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,32
23410,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,2,4
3714,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,3,10
3325,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Pvt Ltd,1,4
1975,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,109
28516,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,NGO,2,34
9167,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,,,4,68
10599,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,never,108
27280,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,500-999,Funded Startup,1,66
15673,city_16,0.91,,No relevent experience,no_enrollment,High School,,6,5000-9999,,1,7
20879,city_28,0.939,,No relevent experience,Part time course,High School,,4,100-500,,never,7
6753,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,18
24346,city_36,0.893,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,25
20147,city_90,0.698,,No relevent experience,Full time course,Graduate,STEM,1,,,never,34
4251,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,12
30928,city_123,0.738,,Has relevent experience,Full time course,Graduate,STEM,10,,,1,102
28344,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,102
9028,city_165,0.903,,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Funded Startup,>4,119
15798,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,2,30
16278,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,12
19738,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,64
16612,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,56
33330,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,32
3121,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,<10,Early Stage Startup,1,40
27009,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,21
9188,city_64,0.6659999999999999,Female,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,never,70
2007,city_11,0.55,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,280
24191,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,,,4,163
31299,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,2,36
17468,city_118,0.722,Male,No relevent experience,Part time course,High School,,1,,,never,56
3956,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,1,46
21003,city_73,0.754,Female,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,23
33079,city_83,0.923,Male,Has relevent experience,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,44
24898,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10/49,,1,32
26429,city_45,0.89,Male,No relevent experience,Full time course,Masters,Humanities,2,,,1,6
13835,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,70
30508,city_21,0.624,Male,No relevent experience,Full time course,High School,,5,,,1,222
2543,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,12
31647,city_78,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,2,28
9606,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,141
10768,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,1,44
3013,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,8,,,never,16
23724,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,94
24932,city_165,0.903,Male,No relevent experience,Full time course,Masters,Humanities,<1,,,never,112
10913,city_136,0.897,Female,No relevent experience,no_enrollment,Phd,STEM,11,1000-4999,Pvt Ltd,1,150
1343,city_103,0.92,Other,Has relevent experience,no_enrollment,High School,,4,,,never,56
22735,city_126,0.479,,Has relevent experience,Full time course,Phd,STEM,>20,10000+,Pvt Ltd,>4,44
10704,city_152,0.698,Male,Has relevent experience,Part time course,Masters,STEM,10,,,3,18
11215,city_46,0.762,Male,Has relevent experience,Full time course,High School,,10,10000+,Other,1,43
33331,city_94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,4,,,1,28
6424,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,176
17408,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,12
1315,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,188
418,city_173,0.878,,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,2,35
15458,city_149,0.6890000000000001,,No relevent experience,Part time course,Primary School,,2,,,never,20
14742,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,<10,Funded Startup,2,152
11546,city_65,0.802,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,2,40
16038,city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,never,20
19363,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,>4,46
5562,city_73,0.754,,No relevent experience,no_enrollment,Primary School,,2,,Pvt Ltd,never,102
10285,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Funded Startup,4,42
1934,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,7,10/49,Funded Startup,2,151
20861,city_10,0.895,Other,No relevent experience,,,,2,,,never,83
8632,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,36
12627,city_165,0.903,,No relevent experience,no_enrollment,,,6,,,never,56
22136,city_71,0.884,,No relevent experience,no_enrollment,Graduate,STEM,6,,,never,26
5533,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,17,,,1,32
32084,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,17,10/49,Funded Startup,1,51
27785,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,100-500,Pvt Ltd,1,20
6468,city_115,0.789,,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,48
17157,city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,19,,,never,11
32402,city_114,0.926,Male,Has relevent experience,Full time course,High School,,5,50-99,Public Sector,2,163
24420,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,10,100-500,Pvt Ltd,>4,226
5358,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,Humanities,2,500-999,Pvt Ltd,1,30
17562,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,80
170,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,6,,Pvt Ltd,never,25
2260,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,222
17731,city_77,0.83,Male,Has relevent experience,Full time course,Graduate,STEM,14,100-500,Pvt Ltd,1,136
13554,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,96
15068,city_77,0.83,Male,No relevent experience,no_enrollment,Primary School,,2,,,1,7
33307,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,4,45
32864,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,1,,,1,90
20296,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,,,4,41
15246,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,77
7513,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,57
6115,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,116
29450,city_90,0.698,Male,No relevent experience,Full time course,High School,,2,<10,Early Stage Startup,never,43
4310,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,4
17422,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,3
10596,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,30
15008,city_61,0.913,Male,No relevent experience,Full time course,Graduate,Other,1,,,1,112
17461,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,,,2,55
29961,city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,166
1181,city_75,0.939,,No relevent experience,Full time course,Masters,STEM,18,10000+,Pvt Ltd,4,12
8857,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Early Stage Startup,1,110
6195,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,73
17064,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,6,,,1,90
6024,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,110
27548,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,3,,,never,7
10164,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,4,42
21721,city_176,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,78
25536,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,12
2117,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Public Sector,3,46
1997,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Public Sector,1,5
27368,city_93,0.865,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,50-99,Pvt Ltd,>4,113
15716,city_104,0.924,,Has relevent experience,no_enrollment,Masters,Other,<1,100-500,Public Sector,1,40
12988,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,18
26659,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,2,70
16304,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,56
12780,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,3,,,1,78
5599,city_97,0.925,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,4,53
21790,city_16,0.91,,Has relevent experience,no_enrollment,Masters,STEM,10,<10,Pvt Ltd,1,42
13263,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,1000-4999,Pvt Ltd,>4,11
28005,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Funded Startup,1,134
23508,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Pvt Ltd,1,22
25055,city_114,0.926,,No relevent experience,Full time course,High School,,3,10000+,Pvt Ltd,2,14
14150,city_103,0.92,,Has relevent experience,,,,>20,,,,21
1008,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Public Sector,1,7
33147,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,198
8867,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,<10,Pvt Ltd,2,58
17170,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10/49,Pvt Ltd,>4,57
12421,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Pvt Ltd,1,48
15114,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,21
32452,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,68
459,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,1,12
22578,city_21,0.624,Male,Has relevent experience,no_enrollment,,,2,,,1,27
23050,city_16,0.91,,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,109
8345,city_158,0.7659999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,157
551,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,17
1424,city_160,0.92,,No relevent experience,no_enrollment,High School,,3,,,never,44
17068,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,81
11747,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,88
8970,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,62
22721,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,298
24070,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,50-99,Funded Startup,4,33
30441,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,100-500,Pvt Ltd,>4,90
14824,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,29
16343,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,17
7549,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,14
10501,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,167
32935,city_53,0.74,Male,No relevent experience,no_enrollment,Masters,STEM,14,1000-4999,NGO,1,196
9350,city_102,0.804,,No relevent experience,no_enrollment,Graduate,STEM,7,,,never,33
21787,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,31
25401,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,96
13479,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,31
26506,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,22
22020,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,2,10
21873,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,82
19049,city_44,0.725,,No relevent experience,Full time course,Masters,STEM,8,,,1,27
25102,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,,,never,22
29315,city_61,0.913,Female,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Early Stage Startup,1,78
17105,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,43
20338,city_145,0.555,,No relevent experience,Full time course,High School,,4,,,1,73
12181,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,82
30680,city_138,0.836,Male,Has relevent experience,no_enrollment,Primary School,,>20,,,1,89
17160,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,never,130
12159,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,,3,286
5057,city_160,0.92,,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,,24
12225,city_94,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,1,36
25091,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,26
20377,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,,1,29
10289,city_114,0.926,Male,No relevent experience,Full time course,High School,,5,50-99,Pvt Ltd,4,116
31171,city_101,0.5579999999999999,Male,No relevent experience,Part time course,Graduate,STEM,1,10/49,,1,5
16926,city_114,0.926,,No relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,264
11702,city_101,0.5579999999999999,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,90
5759,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,15
32517,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,89
24987,city_114,0.926,,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Early Stage Startup,1,17
30732,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,<10,Pvt Ltd,>4,87
11484,city_97,0.925,Male,Has relevent experience,no_enrollment,Primary School,,>20,,,2,111
8870,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,3,,,never,96
30722,city_103,0.92,Male,No relevent experience,Full time course,High School,,5,,,1,108
1222,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,3,1000-4999,Pvt Ltd,1,152
4941,city_97,0.925,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,,never,21
4659,city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,never,2
31538,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,4,19
18906,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,54
22970,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,2,50-99,Funded Startup,1,9
31589,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,3,54
16027,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,12,10000+,Pvt Ltd,2,80
9303,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,>4,70
14190,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,2,50
8841,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Public Sector,1,314
1649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,91
1735,city_149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Funded Startup,1,63
4161,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,70
31698,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,51
10644,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,50-99,Pvt Ltd,1,26
13502,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,1000-4999,Pvt Ltd,>4,35
13125,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,>4,64
17462,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,20
6535,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,100
10168,city_28,0.939,Male,Has relevent experience,no_enrollment,High School,,7,100-500,Public Sector,1,6
19798,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,,1,158
1882,city_97,0.925,,No relevent experience,Full time course,High School,,11,<10,Early Stage Startup,1,28
25834,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,192
17594,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Public Sector,1,36
5897,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,78
15480,city_23,0.899,,No relevent experience,Part time course,High School,,4,,,1,110
29523,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,NGO,1,67
18809,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,20
9373,city_150,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,1,85
33250,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,34
6038,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,1,24
31040,city_21,0.624,,No relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,4,84
26823,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,32
20239,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,128
5417,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,14
16008,city_128,0.527,Female,No relevent experience,Full time course,High School,,<1,,,never,48
19045,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,34
10781,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,12
15908,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Funded Startup,2,2
22014,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,50
31593,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,114
23923,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,4,37
28668,city_103,0.92,,No relevent experience,Part time course,Graduate,STEM,10,,,1,16
14466,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,43
13122,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,68
14367,city_128,0.527,,No relevent experience,no_enrollment,Graduate,STEM,4,,,3,66
9080,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,1,65
21612,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,38
12121,city_144,0.84,Male,No relevent experience,no_enrollment,High School,,3,,,never,14
5908,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,165
4338,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,103
20820,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,8
28889,city_114,0.926,Male,Has relevent experience,no_enrollment,,,7,500-999,Other,3,80
4242,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,87
1789,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,100-500,Pvt Ltd,1,83
2909,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,3,280
8353,city_71,0.884,,No relevent experience,no_enrollment,,,2,,,never,162
15717,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,138
8301,city_43,0.516,,Has relevent experience,Full time course,Graduate,STEM,3,500-999,Pvt Ltd,1,32
29162,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,12,,,1,91
16365,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,32
32261,city_74,0.579,Male,Has relevent experience,Part time course,Graduate,STEM,12,50-99,Funded Startup,2,48
6500,city_152,0.698,,No relevent experience,Full time course,Graduate,STEM,5,<10,Public Sector,1,108
14544,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,Pvt Ltd,never,26
30340,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,9
22197,city_61,0.913,,Has relevent experience,no_enrollment,,,19,1000-4999,Pvt Ltd,>4,23
12116,city_143,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,35
27080,city_83,0.923,,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,104
5614,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,28
17782,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,39
6508,city_115,0.789,,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,18
12068,city_173,0.878,Male,Has relevent experience,Full time course,High School,,3,<10,Pvt Ltd,1,45
24502,city_13,0.8270000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,NGO,2,82
9519,city_8,0.698,Male,No relevent experience,,,,6,,,1,33
10383,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,66
18951,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,3,100
11515,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,,,1,40
1501,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Other,1,20
11356,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,44
671,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,20
10534,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,1,316
25158,city_128,0.527,,Has relevent experience,no_enrollment,Graduate,Business Degree,17,,,>4,26
25179,city_21,0.624,,No relevent experience,,High School,,3,,,,145
23747,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,130
28364,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,65
13966,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Pvt Ltd,1,124
13267,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,1,40
19801,city_24,0.698,,No relevent experience,Full time course,High School,,9,,,2,23
28299,city_160,0.92,Male,No relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,23
15675,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,102
21060,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,8,500-999,Pvt Ltd,1,7
